1,1808.49964141846,1000.50009727478
1,2033.51234436035,816.294393539429
1,2031.65840148926,891.907453536987
1,2059.74952697754,1004.4997215271
1,1837.50034332275,1017.50049591064
1,1116.80637359619,428.720812797546
1,1156.47434234619,471.058688163757
1,1367.40131378174,411.556777954102
1,1381.48601531982,381.340985298157
1,1386.42379760742,354.045023918152
1,1258.16928863525,242.024517059326
1,1117.8458404541,102.548789978027
1,1142.93300628662,118.792676925659
1,1414.85469818115,387.126574516296
1,1409.11525726318,408.650722503662
1,1436.17275238037,423.153448104858
1,1443.57582092285,444.792952537537
1,1461.22901916504,457.172913551331
1,1491.57863616943,445.00319480896
1,1522.42275238037,454.482636451721
1,1559.25682067871,465.718817710876
1,1579.85401153564,450.462670326233
1,1540.92407226562,112.901902198792
1,1600.45085906982,147.230615615845
1,1141.21742248535,483.264713287354
1,1225.13065338135,544.292006492615
1,1253.35578918457,574.806232452393
1,1381.07975006104,420.481839179993
1,1270.13854980469,596.928791999817
1,1295.75443267822,613.130450248718
1,1359.60960388184,617.435331344604
1,1413.41960906982,605.238318443298
1,1646.10820770264,477.282271385193
1,1689.58190917969,484.655041694641
1,1747.04441070557,486.855182647705
1,1800.13698577881,442.372140884399
1,1790.09284973145,491.160321235657
1,1930.85426330566,477.734169960022
1,1974.24453735352,485.869245529175
1,1997.29591369629,494.457378387451
1,1936.27784729004,515.248446464539
1,1925.90698242188,527.933793067932
1,1899.14211273193,537.614593505859
1,2142.87002563477,486.932816505432
1,2002.26722717285,626.887092590332
1,2075.64651489258,641.829099655151
1,2214.052734375,651.50616645813
1,2267.21145629883,673.398141860962
1,2021.70204162598,644.513969421387
1,2002.78381347656,655.492401123047
1,2021.00555419922,665.173072814941
1,1998.32679748535,878.050775527954
1,2503.9771270752,826.937055587769
1,2486.33583068848,840.220942497253
1,2486.82334899902,868.469624519348
1,2541.0262298584,1099.65720176697
1,2588.75587463379,1177.11570739746
1,2558.00537109375,1236.3393330574
1,2623.74000549316,1237.05876588821
1,2655.37605285645,1146.6633439064
1,2892.10418701172,1171.23922348022
1,2962.49176025391,1125.88502168655
1,3011.25297546387,1194.6209192276
1,3007.83576965332,1129.65419054031
1,3330.84915161133,1213.75650644302
1,3366.85890197754,1233.37276697159
1,3404.06593322754,1247.41490364075
